t,z,thrust,z_ref
22.476,0.5571,19.601,0.55
22.48,0.55709,19.601,0.55
22.484,0.55709,19.601,0.55
22.488,0.55708,19.601,0.55
22.492,0.55707,19.601,0.55
22.496,0.55706,19.601,0.55
22.5,0.55706,19.601,0.55
22.504,0.55705,19.601,0.55
22.508,0.55704,19.601,0.55
22.512,0.55703,19.601,0.55
22.516,0.55703,19.601,0.55
22.52,0.55702,19.601,0.55
22.524,0.55701,19.601,0.55
22.528,0.557,19.601,0.55
22.532,0.557,19.601,0.55
22.536,0.55699,19.601,0.55
22.54,0.55698,19.601,0.55
22.544,0.55697,19.601,0.55
22.548,0.55697,19.601,0.55
22.552,0.55696,19.601,0.55
22.556,0.55695,19.601,0.55
22.56,0.55694,19.601,0.55
22.564,0.55694,19.601,0.55
22.568,0.55693,19.601,0.55
22.572,0.55692,19.601,0.55
22.576,0.55691,19.601,0.55
22.58,0.55691,19.601,0.55
22.584,0.5569,19.601,0.55
22.588,0.55689,19.601,0.55
22.592,0.55689,19.601,0.55
22.596,0.55688,19.601,0.55
22.6,0.55687,19.601,0.55
22.604,0.55686,19.601,0.55
22.608,0.55686,19.601,0.55
22.612,0.55685,19.601,0.55
22.616,0.55684,19.601,0.55
22.62,0.55683,19.601,0.55
22.624,0.55683,19.601,0.55
22.628,0.55682,19.601,0.55
22.632,0.55681,19.601,0.55
22.636,0.55681,19.601,0.55
22.64,0.5568,19.601,0.55
22.644,0.55679,19.601,0.55
22.648,0.55678,19.601,0.55
22.652,0.55678,19.601,0.55
22.656,0.55677,19.601,0.55
22.66,0.55676,19.601,0.55
22.664,0.55676,19.601,0.55
22.668,0.55675,19.601,0.55
22.672,0.55674,19.601,0.55
22.676,0.55673,19.601,0.55
22.68,0.55673,19.601,0.55
22.684,0.55672,19.601,0.55
22.688,0.55671,19.601,0.55
22.692,0.55671,19.601,0.55
22.696,0.5567,19.601,0.55
22.7,0.55669,19.601,0.55
22.704,0.55668,19.601,0.55
22.708,0.55668,19.601,0.55
22.712,0.55667,19.601,0.55
22.716,0.55666,19.601,0.55
22.72,0.55666,19.601,0.55
22.724,0.55665,19.601,0.55
22.728,0.55664,19.601,0.55
22.732,0.55664,19.601,0.55
22.736,0.55663,19.601,0.55
22.74,0.55662,19.601,0.55
22.744,0.55661,19.601,0.55
22.748,0.55661,19.601,0.55
22.752,0.5566,19.601,0.55
22.756,0.55659,19.601,0.55
22.76,0.55659,19.601,0.55
22.764,0.55658,19.601,0.55
22.768,0.55657,19.601,0.55
22.772,0.55657,19.601,0.55
22.776,0.55656,19.601,0.55
22.78,0.55655,19.601,0.55
22.784,0.55655,19.601,0.55
22.788,0.55654,19.601,0.55
22.792,0.55653,19.601,0.55
22.796,0.55653,19.601,0.55
22.8,0.55652,19.601,0.55
22.804,0.55651,19.601,0.55
22.808,0.5565,19.601,0.55
22.812,0.5565,19.601,0.55
22.816,0.55649,19.601,0.55
22.82,0.55648,19.601,0.55
22.824,0.55648,19.601,0.55
22.828,0.55647,19.601,0.55
22.832,0.55646,19.601,0.55
22.836,0.55646,19.601,0.55
22.84,0.55645,19.601,0.55
22.844,0.55644,19.601,0.55
22.848,0.55644,19.601,0.55
22.852,0.55643,19.601,0.55
22.856,0.55642,19.601,0.55
22.86,0.55642,19.601,0.55
22.864,0.55641,19.601,0.55
22.868,0.5564,19.601,0.55
22.872,0.5564,19.601,0.55
22.876,0.55639,19.601,0.55
22.88,0.55638,19.601,0.55
22.884,0.55638,19.601,0.55
22.888,0.55637,19.601,0.55
22.892,0.55636,19.601,0.55
22.896,0.55636,19.601,0.55
22.9,0.55635,19.601,0.55
22.904,0.55634,19.601,0.55
22.908,0.55634,19.601,0.55
22.912,0.55633,19.601,0.55
22.916,0.55632,19.601,0.55
22.92,0.55632,19.601,0.55
22.924,0.55631,19.601,0.55
22.928,0.5563,19.601,0.55
22.932,0.5563,19.601,0.55
22.936,0.55629,19.601,0.55
22.94,0.55628,19.601,0.55
22.944,0.55628,19.601,0.55
22.948,0.55627,19.601,0.55
22.952,0.55627,19.601,0.55
22.956,0.55626,19.601,0.55
22.96,0.55625,19.601,0.55
22.964,0.55625,19.601,0.55
22.968,0.55624,19.601,0.55
22.972,0.55623,19.601,0.55
22.976,0.55623,19.601,0.55
22.98,0.55622,19.601,0.55
22.984,0.55621,19.601,0.55
22.988,0.55621,19.601,0.55
22.992,0.5562,19.601,0.55
22.996,0.55619,19.601,0.55
23,0.55619,19.601,0.55
23.004,0.55618,19.601,0.55
23.008,0.55617,19.601,0.55
23.012,0.55617,19.601,0.55
23.016,0.55616,19.601,0.55
23.02,0.55616,19.601,0.55
23.024,0.55615,19.601,0.55
23.028,0.55614,19.601,0.55
23.032,0.55614,19.601,0.55
23.036,0.55613,19.601,0.55
23.04,0.55612,19.601,0.55
23.044,0.55612,19.601,0.55
23.048,0.55611,19.601,0.55
23.052,0.5561,19.601,0.55
23.056,0.5561,19.601,0.55
23.06,0.55609,19.601,0.55
23.064,0.55609,19.601,0.55
23.068,0.55608,19.601,0.55
23.072,0.55607,19.601,0.55
23.076,0.55607,19.601,0.55
23.08,0.55606,19.601,0.55
23.084,0.55605,19.601,0.55
23.088,0.55605,19.601,0.55
23.092,0.55604,19.601,0.55
23.096,0.55604,19.601,0.55
23.1,0.55603,19.601,0.55
23.104,0.55602,19.601,0.55
23.108,0.55602,19.601,0.55
23.112,0.55601,19.601,0.55
23.116,0.556,19.601,0.55
23.12,0.556,19.601,0.55
23.124,0.55599,19.601,0.55
23.128,0.55599,19.601,0.55
23.132,0.55598,19.601,0.55
23.136,0.55597,19.601,0.55
23.14,0.55597,19.601,0.55
23.144,0.55596,19.601,0.55
23.148,0.55596,19.601,0.55
23.152,0.55595,19.601,0.55
23.156,0.55594,19.601,0.55
23.16,0.55594,19.601,0.55
23.164,0.55593,19.601,0.55
23.168,0.55592,19.601,0.55
23.172,0.55592,19.601,0.55
23.176,0.55591,19.601,0.55
23.18,0.55591,19.601,0.55
23.184,0.5559,19.601,0.55
23.188,0.55589,19.601,0.55
23.192,0.55589,19.601,0.55
23.196,0.55588,19.601,0.55
23.2,0.55588,19.601,0.55
23.204,0.55587,19.601,0.55
23.208,0.55586,19.601,0.55
23.212,0.55586,19.601,0.55
23.216,0.55585,19.601,0.55
23.22,0.55585,19.601,0.55
23.224,0.55584,19.601,0.55
23.228,0.55583,19.601,0.55
23.232,0.55583,19.601,0.55
23.236,0.55582,19.601,0.55
23.24,0.55582,19.601,0.55
23.244,0.55581,19.601,0.55
23.248,0.5558,19.601,0.55
23.252,0.5558,19.601,0.55
23.256,0.55579,19.601,0.55
23.26,0.55579,19.601,0.55
23.264,0.55578,19.601,0.55
23.268,0.55577,19.601,0.55
23.272,0.55577,19.601,0.55
23.276,0.55576,19.601,0.55
23.28,0.55576,19.601,0.55
23.284,0.55575,19.601,0.55
23.288,0.55575,19.601,0.55
23.292,0.55574,19.601,0.55
23.296,0.55573,19.601,0.55
23.3,0.55573,19.601,0.55
23.304,0.55572,19.601,0.55
23.308,0.55572,19.601,0.55
23.312,0.55571,19.601,0.55
23.316,0.5557,19.601,0.55
23.32,0.5557,19.601,0.55
23.324,0.55569,19.601,0.55
23.328,0.55569,19.601,0.55
23.332,0.55568,19.601,0.55
23.336,0.55567,19.601,0.55
23.34,0.55567,19.601,0.55
23.344,0.55566,19.601,0.55
23.348,0.55566,19.601,0.55
23.352,0.55565,19.601,0.55
23.356,0.55565,19.601,0.55
23.36,0.55564,19.601,0.55
23.364,0.55563,19.601,0.55
23.368,0.55563,19.601,0.55
23.372,0.55562,19.601,0.55
23.376,0.55562,19.601,0.55
23.38,0.55561,19.601,0.55
23.384,0.55561,19.601,0.55
23.388,0.5556,19.601,0.55
23.392,0.55559,19.601,0.55
23.396,0.55559,19.601,0.55
23.4,0.55558,19.601,0.55
23.404,0.55558,19.601,0.55
23.408,0.55557,19.601,0.55
23.412,0.55557,19.601,0.55
23.416,0.55556,19.601,0.55
23.42,0.55555,19.601,0.55
23.424,0.55555,19.601,0.55
23.428,0.55554,19.601,0.55
23.432,0.55554,19.601,0.55
23.436,0.55553,19.601,0.55
23.44,0.55553,19.601,0.55
23.444,0.55552,19.601,0.55
23.448,0.55552,19.601,0.55
23.452,0.55551,19.601,0.55
23.456,0.5555,19.601,0.55
23.46,0.5555,19.601,0.55
23.464,0.55549,19.601,0.55
23.468,0.55549,19.601,0.55
23.472,0.55548,19.601,0.55
23.476,0.55548,19.601,0.55
23.48,0.55547,19.601,0.55
23.484,0.55546,19.601,0.55
23.488,0.55546,19.601,0.55
23.492,0.55545,19.601,0.55
23.496,0.55545,19.601,0.55
23.5,0.55544,19.601,0.55
23.504,0.55544,19.601,0.55
23.508,0.55543,19.601,0.55
23.512,0.55543,19.601,0.55
23.516,0.55542,19.601,0.55
23.52,0.55542,19.601,0.55
23.524,0.55541,19.601,0.55
23.528,0.5554,19.601,0.55
23.532,0.5554,19.601,0.55
23.536,0.55539,19.601,0.55
23.54,0.55539,19.601,0.55
23.544,0.55538,19.601,0.55
23.548,0.55538,19.601,0.55
23.552,0.55537,19.601,0.55
23.556,0.55537,19.601,0.55
23.56,0.55536,19.601,0.55
23.564,0.55536,19.601,0.55
23.568,0.55535,19.601,0.55
23.572,0.55534,19.601,0.55
23.576,0.55534,19.601,0.55
23.58,0.55533,19.601,0.55
23.584,0.55533,19.601,0.55
23.588,0.55532,19.601,0.55
23.592,0.55532,19.601,0.55
23.596,0.55531,19.601,0.55
23.6,0.55531,19.601,0.55
23.604,0.5553,19.601,0.55
23.608,0.5553,19.601,0.55
23.612,0.55529,19.601,0.55
23.616,0.55529,19.601,0.55
23.62,0.55528,19.601,0.55
23.624,0.55527,19.601,0.55
23.628,0.55527,19.601,0.55
23.632,0.55526,19.601,0.55
23.636,0.55526,19.601,0.55
23.64,0.55525,19.601,0.55
23.644,0.55525,19.601,0.55
23.648,0.55524,19.601,0.55
23.652,0.55524,19.601,0.55
23.656,0.55523,19.601,0.55
23.66,0.55523,19.601,0.55
23.664,0.55522,19.601,0.55
23.668,0.55522,19.601,0.55
23.672,0.55521,19.601,0.55
23.676,0.55521,19.601,0.55
23.68,0.5552,19.601,0.55
23.684,0.5552,19.601,0.55
23.688,0.55519,19.601,0.55
23.692,0.55518,19.601,0.55
23.696,0.55518,19.601,0.55
23.7,0.55517,19.601,0.55
23.704,0.55517,19.601,0.55
23.708,0.55516,19.601,0.55
23.712,0.55516,19.601,0.55
23.716,0.55515,19.601,0.55
23.72,0.55515,19.601,0.55
23.724,0.55514,19.601,0.55
23.728,0.55514,19.601,0.55
23.732,0.55513,19.601,0.55
23.736,0.55513,19.601,0.55
23.74,0.55512,19.601,0.55
23.744,0.55512,19.601,0.55
23.748,0.55511,19.601,0.55
23.752,0.55511,19.601,0.55
23.756,0.5551,19.601,0.55
23.76,0.5551,19.601,0.55
23.764,0.55509,19.601,0.55
23.768,0.55509,19.601,0.55
23.772,0.55508,19.601,0.55
23.776,0.55508,19.601,0.55
23.78,0.55507,19.601,0.55
23.784,0.55507,19.601,0.55
23.788,0.55506,19.601,0.55
23.792,0.55506,19.601,0.55
23.796,0.55505,19.601,0.55
23.8,0.55505,19.601,0.55
23.804,0.55504,19.601,0.55
23.808,0.55504,19.601,0.55
23.812,0.55503,19.601,0.55
23.816,0.55503,19.601,0.55
23.82,0.55502,19.601,0.55
23.824,0.55502,19.601,0.55
23.828,0.55501,19.601,0.55
23.832,0.55501,19.601,0.55
23.836,0.555,19.601,0.55
23.84,0.555,19.601,0.55
23.844,0.55499,19.601,0.55
23.848,0.55499,19.601,0.55
23.852,0.55498,19.601,0.55
23.856,0.55498,19.601,0.55
23.86,0.55497,19.601,0.55
23.864,0.55497,19.601,0.55
23.868,0.55496,19.601,0.55
23.872,0.55496,19.601,0.55
23.876,0.55495,19.601,0.55
23.88,0.55495,19.601,0.55
23.884,0.55494,19.601,0.55
23.888,0.55494,19.601,0.55
23.892,0.55493,19.601,0.55
23.896,0.55493,19.601,0.55
23.9,0.55492,19.601,0.55
23.904,0.55492,19.601,0.55
23.908,0.55491,19.601,0.55
23.912,0.55491,19.601,0.55
23.916,0.5549,19.601,0.55
23.92,0.5549,19.601,0.55
23.924,0.55489,19.601,0.55
23.928,0.55489,19.601,0.55
23.932,0.55488,19.601,0.55
23.936,0.55488,19.601,0.55
23.94,0.55487,19.601,0.55
23.944,0.55487,19.601,0.55
23.948,0.55486,19.601,0.55
23.952,0.55486,19.601,0.55
23.956,0.55485,19.601,0.55
23.96,0.55485,19.601,0.55
23.964,0.55484,19.601,0.55
23.968,0.55484,19.601,0.55
23.972,0.55483,19.601,0.55
23.976,0.55483,19.601,0.55
23.98,0.55482,19.601,0.55
23.984,0.55482,19.601,0.55
23.988,0.55481,19.601,0.55
23.992,0.55481,19.601,0.55
23.996,0.5548,19.601,0.55
24,0.5548,19.601,0.55
24.004,0.55479,19.601,0.55
24.008,0.55479,19.601,0.55
24.012,0.55479,19.601,0.55
24.016,0.55478,19.601,0.55
24.02,0.55478,19.601,0.55
24.024,0.55477,19.601,0.55
24.028,0.55477,19.601,0.55
24.032,0.55476,19.601,0.55
24.036,0.55476,19.601,0.55
24.04,0.55475,19.601,0.55
24.044,0.55475,19.601,0.55
24.048,0.55474,19.601,0.55
24.052,0.55474,19.601,0.55
24.056,0.55473,19.601,0.55
24.06,0.55473,19.601,0.55
24.064,0.55472,19.601,0.55
24.068,0.55472,19.601,0.55
24.072,0.55471,19.601,0.55
24.076,0.55471,19.601,0.55
24.08,0.5547,19.601,0.55
24.084,0.5547,19.601,0.55
24.088,0.5547,19.601,0.55
24.092,0.55469,19.601,0.55
24.096,0.55469,19.601,0.55
24.1,0.55468,19.601,0.55
24.104,0.55468,19.601,0.55
24.108,0.55467,19.601,0.55
24.112,0.55467,19.601,0.55
24.116,0.55466,19.601,0.55
24.12,0.55466,19.601,0.55
24.124,0.55465,19.601,0.55
24.128,0.55465,19.601,0.55
24.132,0.55464,19.601,0.55
24.136,0.55464,19.601,0.55
24.14,0.55464,19.601,0.55
24.144,0.55463,19.601,0.55
24.148,0.55463,19.601,0.55
24.152,0.55462,19.601,0.55
24.156,0.55462,19.601,0.55
24.16,0.55461,19.601,0.55
24.164,0.55461,19.601,0.55
24.168,0.5546,19.601,0.55
24.172,0.5546,19.601,0.55
24.176,0.55459,19.601,0.55
24.18,0.55459,19.601,0.55
24.184,0.55459,19.601,0.55
24.188,0.55458,19.601,0.55
24.192,0.55458,19.601,0.55
24.196,0.55457,19.601,0.55
24.2,0.55457,19.601,0.55
24.204,0.55456,19.601,0.55
24.208,0.55456,19.601,0.55
24.212,0.55455,19.601,0.55
24.216,0.55455,19.601,0.55
24.22,0.55454,19.601,0.55
24.224,0.55454,19.601,0.55
24.228,0.55454,19.601,0.55
24.232,0.55453,19.601,0.55
24.236,0.55453,19.601,0.55
24.24,0.55452,19.601,0.55
24.244,0.55452,19.601,0.55
24.248,0.55451,19.601,0.55
24.252,0.55451,19.601,0.55
24.256,0.5545,19.601,0.55
24.26,0.5545,19.601,0.55
24.264,0.5545,19.601,0.55
24.268,0.55449,19.601,0.55
24.272,0.55449,19.601,0.55
24.276,0.55448,19.601,0.55
24.28,0.55448,19.601,0.55
24.284,0.55447,19.601,0.55
24.288,0.55447,19.601,0.55
24.292,0.55446,19.601,0.55
24.296,0.55446,19.601,0.55
24.3,0.55446,19.601,0.55
24.304,0.55445,19.601,0.55
24.308,0.55445,19.601,0.55
24.312,0.55444,19.601,0.55
24.316,0.55444,19.601,0.55
24.32,0.55443,19.601,0.55
24.324,0.55443,19.601,0.55
24.328,0.55442,19.601,0.55
24.332,0.55442,19.601,0.55
24.336,0.55442,19.601,0.55
24.34,0.55441,19.601,0.55
24.344,0.55441,19.601,0.55
24.348,0.5544,19.601,0.55
24.352,0.5544,19.601,0.55
24.356,0.55439,19.601,0.55
24.36,0.55439,19.601,0.55
24.364,0.55439,19.601,0.55
24.368,0.55438,19.601,0.55
24.372,0.55438,19.601,0.55
24.376,0.55437,19.601,0.55
24.38,0.55437,19.601,0.55
24.384,0.55436,19.601,0.55
24.388,0.55436,19.601,0.55
24.392,0.55436,19.601,0.55
24.396,0.55435,19.601,0.55
24.4,0.55435,19.601,0.55
24.404,0.55434,19.601,0.55
24.408,0.55434,19.601,0.55
24.412,0.55433,19.601,0.55
24.416,0.55433,19.601,0.55
24.42,0.55433,19.601,0.55
24.424,0.55432,19.601,0.55
24.428,0.55432,19.601,0.55
24.432,0.55431,19.601,0.55
24.436,0.55431,19.601,0.55
24.44,0.5543,19.601,0.55
24.444,0.5543,19.601,0.55
24.448,0.5543,19.601,0.55
24.452,0.55429,19.601,0.55
24.456,0.55429,19.601,0.55
24.46,0.55428,19.601,0.55
24.464,0.55428,19.601,0.55
24.468,0.55427,19.601,0.55
24.472,0.55427,19.601,0.55
24.476,0.55427,19.601,0.55
24.48,0.55426,19.601,0.55
24.484,0.55426,19.601,0.55
24.488,0.55425,19.601,0.55
24.492,0.55425,19.601,0.55
24.496,0.55425,19.601,0.55
24.5,0.55424,19.601,0.55
24.504,0.55424,19.601,0.55
24.508,0.55423,19.601,0.55
24.512,0.55423,19.601,0.55
24.516,0.55422,19.601,0.55
24.52,0.55422,19.601,0.55
24.524,0.55422,19.601,0.55
24.528,0.55421,19.601,0.55
24.532,0.55421,19.601,0.55
24.536,0.5542,19.601,0.55
24.54,0.5542,19.601,0.55
24.544,0.5542,19.601,0.55
24.548,0.55419,19.601,0.55
24.552,0.55419,19.601,0.55
24.556,0.55418,19.601,0.55
24.56,0.55418,19.601,0.55
24.564,0.55418,19.601,0.55
24.568,0.55417,19.601,0.55
24.572,0.55417,19.601,0.55
24.576,0.55416,19.601,0.55
24.58,0.55416,19.601,0.55
24.584,0.55415,19.601,0.55
24.588,0.55415,19.601,0.55
24.592,0.55415,19.601,0.55
24.596,0.55414,19.601,0.55
24.6,0.55414,19.601,0.55
24.604,0.55413,19.601,0.55
24.608,0.55413,19.601,0.55
24.612,0.55413,19.601,0.55
24.616,0.55412,19.601,0.55
24.62,0.55412,19.601,0.55
24.624,0.55411,19.601,0.55
24.628,0.55411,19.601,0.55
24.632,0.55411,19.601,0.55
24.636,0.5541,19.601,0.55
24.64,0.5541,19.601,0.55
24.644,0.55409,19.601,0.55
24.648,0.55409,19.601,0.55
24.652,0.55409,19.601,0.55
24.656,0.55408,19.601,0.55
24.66,0.55408,19.601,0.55
24.664,0.55407,19.601,0.55
24.668,0.55407,19.601,0.55
24.672,0.55407,19.601,0.55
24.676,0.55406,19.601,0.55
24.68,0.55406,19.601,0.55
24.684,0.55405,19.601,0.55
24.688,0.55405,19.601,0.55
24.692,0.55405,19.601,0.55
24.696,0.55404,19.601,0.55
24.7,0.55404,19.601,0.55
24.704,0.55403,19.601,0.55
24.708,0.55403,19.601,0.55
24.712,0.55403,19.601,0.55
24.716,0.55402,19.601,0.55
24.72,0.55402,19.601,0.55
24.724,0.55402,19.601,0.55
24.728,0.55401,19.601,0.55
24.732,0.55401,19.601,0.55
24.736,0.554,19.601,0.55
24.74,0.554,19.601,0.55
24.744,0.554,19.601,0.55
24.748,0.55399,19.601,0.55
24.752,0.55399,19.601,0.55
24.756,0.55398,19.601,0.55
24.76,0.55398,19.601,0.55
24.764,0.55398,19.601,0.55
24.768,0.55397,19.601,0.55
24.772,0.55397,19.601,0.55
24.776,0.55396,19.601,0.55
24.78,0.55396,19.601,0.55
24.784,0.55396,19.601,0.55
24.788,0.55395,19.601,0.55
24.792,0.55395,19.601,0.55
24.796,0.55395,19.601,0.55
24.8,0.55394,19.601,0.55
24.804,0.55394,19.601,0.55
24.808,0.55393,19.601,0.55
24.812,0.55393,19.601,0.55
24.816,0.55393,19.601,0.55
24.82,0.55392,19.601,0.55
24.824,0.55392,19.601,0.55
24.828,0.55391,19.601,0.55
24.832,0.55391,19.601,0.55
24.836,0.55391,19.601,0.55
24.84,0.5539,19.601,0.55
24.844,0.5539,19.601,0.55
24.848,0.5539,19.601,0.55
24.852,0.55389,19.601,0.55
24.856,0.55389,19.601,0.55
24.86,0.55388,19.601,0.55
24.864,0.55388,19.601,0.55
24.868,0.55388,19.601,0.55
24.872,0.55387,19.601,0.55
24.876,0.55387,19.601,0.55
24.88,0.55387,19.601,0.55
24.884,0.55386,19.601,0.55
24.888,0.55386,19.601,0.55
24.892,0.55385,19.601,0.55
24.896,0.55385,19.601,0.55
24.9,0.55385,19.601,0.55
24.904,0.55384,19.601,0.55
24.908,0.55384,19.601,0.55
24.912,0.55384,19.6,0.55
24.916,0.55383,19.6,0.55
24.92,0.55383,19.6,0.55
24.924,0.55382,19.6,0.55
24.928,0.55382,19.6,0.55
24.932,0.55382,19.6,0.55
24.936,0.55381,19.6,0.55
24.94,0.55381,19.6,0.55
24.944,0.55381,19.6,0.55
24.948,0.5538,19.6,0.55
24.952,0.5538,19.6,0.55
24.956,0.55379,19.6,0.55
24.96,0.55379,19.6,0.55
24.964,0.55379,19.6,0.55
24.968,0.55378,19.6,0.55
24.972,0.55378,19.6,0.55
24.976,0.55378,19.6,0.55
24.98,0.55377,19.6,0.55
24.984,0.55377,19.6,0.55
24.988,0.55377,19.6,0.55
24.992,0.55376,19.6,0.55
24.996,0.55376,19.6,0.55
25,0.55375,19.6,0.55
25.004,0.55375,19.6,0.55
25.008,0.55375,19.6,0.55
25.012,0.55374,19.6,0.55
25.016,0.55374,19.6,0.55
25.02,0.55374,19.6,0.55
25.024,0.55373,19.6,0.55
25.028,0.55373,19.6,0.55
25.032,0.55373,19.6,0.55
25.036,0.55372,19.6,0.55
25.04,0.55372,19.6,0.55
25.044,0.55371,19.6,0.55
25.048,0.55371,19.6,0.55
25.052,0.55371,19.6,0.55
25.056,0.5537,19.6,0.55
25.06,0.5537,19.6,0.55
25.064,0.5537,19.6,0.55
25.068,0.55369,19.6,0.55
25.072,0.55369,19.6,0.55
25.076,0.55369,19.6,0.55
25.08,0.55368,19.6,0.55
25.084,0.55368,19.6,0.55
25.088,0.55368,19.6,0.55
25.092,0.55367,19.6,0.55
25.096,0.55367,19.6,0.55
25.1,0.55366,19.6,0.55
25.104,0.55366,19.6,0.55
25.108,0.55366,19.6,0.55
25.112,0.55365,19.6,0.55
25.116,0.55365,19.6,0.55
25.12,0.55365,19.6,0.55
25.124,0.55364,19.6,0.55
25.128,0.55364,19.6,0.55
25.132,0.55364,19.6,0.55
25.136,0.55363,19.6,0.55
25.14,0.55363,19.6,0.55
25.144,0.55363,19.6,0.55
25.148,0.55362,19.6,0.55
25.152,0.55362,19.6,0.55
25.156,0.55362,19.6,0.55
25.16,0.55361,19.6,0.55
25.164,0.55361,19.6,0.55
25.168,0.55361,19.6,0.55
25.172,0.5536,19.6,0.55
25.176,0.5536,19.6,0.55
25.18,0.55359,19.6,0.55
25.184,0.55359,19.6,0.55
25.188,0.55359,19.6,0.55
25.192,0.55358,19.6,0.55
25.196,0.55358,19.6,0.55
25.2,0.55358,19.6,0.55
25.204,0.55357,19.6,0.55
25.208,0.55357,19.6,0.55
25.212,0.55357,19.6,0.55
25.216,0.55356,19.6,0.55
25.22,0.55356,19.6,0.55
25.224,0.55356,19.6,0.55
25.228,0.55355,19.6,0.55
25.232,0.55355,19.6,0.55
25.236,0.55355,19.6,0.55
25.24,0.55354,19.6,0.55
25.244,0.55354,19.6,0.55
25.248,0.55354,19.6,0.55
25.252,0.55353,19.6,0.55
25.256,0.55353,19.6,0.55
25.26,0.55353,19.6,0.55
25.264,0.55352,19.6,0.55
25.268,0.55352,19.6,0.55
25.272,0.55352,19.6,0.55
25.276,0.55351,19.6,0.55
25.28,0.55351,19.6,0.55
25.284,0.55351,19.6,0.55
25.288,0.5535,19.6,0.55
25.292,0.5535,19.6,0.55
25.296,0.5535,19.6,0.55
25.3,0.55349,19.6,0.55
25.304,0.55349,19.6,0.55
25.308,0.55349,19.6,0.55
25.312,0.55348,19.6,0.55
25.316,0.55348,19.6,0.55
25.32,0.55348,19.6,0.55
25.324,0.55347,19.6,0.55
25.328,0.55347,19.6,0.55
25.332,0.55347,19.6,0.55
25.336,0.55346,19.6,0.55
25.34,0.55346,19.6,0.55
25.344,0.55346,19.6,0.55
25.348,0.55345,19.6,0.55
25.352,0.55345,19.6,0.55
25.356,0.55345,19.6,0.55
25.36,0.55344,19.6,0.55
25.364,0.55344,19.6,0.55
25.368,0.55344,19.6,0.55
25.372,0.55343,19.6,0.55
25.376,0.55343,19.6,0.55
25.38,0.55343,19.6,0.55
25.384,0.55342,19.6,0.55
25.388,0.55342,19.6,0.55
25.392,0.55342,19.6,0.55
25.396,0.55341,19.6,0.55
25.4,0.55341,19.6,0.55
25.404,0.55341,19.6,0.55
25.408,0.5534,19.6,0.55
25.412,0.5534,19.6,0.55
25.416,0.5534,19.6,0.55
25.42,0.55339,19.6,0.55
25.424,0.55339,19.6,0.55
25.428,0.55339,19.6,0.55
25.432,0.55338,19.6,0.55
25.436,0.55338,19.6,0.55
25.44,0.55338,19.6,0.55
25.444,0.55337,19.6,0.55
25.448,0.55337,19.6,0.55
25.452,0.55337,19.6,0.55
25.456,0.55336,19.6,0.55
25.46,0.55336,19.6,0.55
25.464,0.55336,19.6,0.55
25.468,0.55335,19.6,0.55
25.472,0.55335,19.6,0.55
25.476,0.55335,19.6,0.55
25.48,0.55334,19.6,0.55
25.484,0.55334,19.6,0.55
25.488,0.55334,19.6,0.55
25.492,0.55334,19.6,0.55
25.496,0.55333,19.6,0.55
25.5,0.55333,19.6,0.55
25.504,0.55333,19.6,0.55
25.508,0.55332,19.6,0.55
25.512,0.55332,19.6,0.55
25.516,0.55332,19.6,0.55
25.52,0.55331,19.6,0.55
25.524,0.55331,19.6,0.55
25.528,0.55331,19.6,0.55
25.532,0.5533,19.6,0.55
25.536,0.5533,19.6,0.55
25.54,0.5533,19.6,0.55
25.544,0.55329,19.6,0.55
25.548,0.55329,19.6,0.55
25.552,0.55329,19.6,0.55
25.556,0.55328,19.6,0.55
25.56,0.55328,19.6,0.55
25.564,0.55328,19.6,0.55
25.568,0.55327,19.6,0.55
25.572,0.55327,19.6,0.55
25.576,0.55327,19.6,0.55
25.58,0.55327,19.6,0.55
25.584,0.55326,19.6,0.55
25.588,0.55326,19.6,0.55
25.592,0.55326,19.6,0.55
25.596,0.55325,19.6,0.55
25.6,0.55325,19.6,0.55
25.604,0.55325,19.6,0.55
25.608,0.55324,19.6,0.55
25.612,0.55324,19.6,0.55
25.616,0.55324,19.6,0.55
25.62,0.55323,19.6,0.55
25.624,0.55323,19.6,0.55
25.628,0.55323,19.6,0.55
25.632,0.55323,19.6,0.55
25.636,0.55322,19.6,0.55
25.64,0.55322,19.6,0.55
25.644,0.55322,19.6,0.55
25.648,0.55321,19.6,0.55
25.652,0.55321,19.6,0.55
25.656,0.55321,19.6,0.55
25.66,0.5532,19.6,0.55
25.664,0.5532,19.6,0.55
25.668,0.5532,19.6,0.55
25.672,0.55319,19.6,0.55
25.676,0.55319,19.6,0.55
25.68,0.55319,19.6,0.55
25.684,0.55319,19.6,0.55
25.688,0.55318,19.6,0.55
25.692,0.55318,19.6,0.55
25.696,0.55318,19.6,0.55
25.7,0.55317,19.6,0.55
25.704,0.55317,19.6,0.55
25.708,0.55317,19.6,0.55
25.712,0.55316,19.6,0.55
25.716,0.55316,19.6,0.55
25.72,0.55316,19.6,0.55
25.724,0.55316,19.6,0.55
25.728,0.55315,19.6,0.55
25.732,0.55315,19.6,0.55
25.736,0.55315,19.6,0.55
25.74,0.55314,19.6,0.55
25.744,0.55314,19.6,0.55
25.748,0.55314,19.6,0.55
25.752,0.55313,19.6,0.55
25.756,0.55313,19.6,0.55
25.76,0.55313,19.6,0.55
25.764,0.55313,19.6,0.55
