t,z,thrust,z_ref
25.768,0.55312,19.6,0.55
25.772,0.55312,19.6,0.55
25.776,0.55312,19.6,0.55
25.78,0.55311,19.6,0.55
25.784,0.55311,19.6,0.55
25.788,0.55311,19.6,0.55
25.792,0.5531,19.6,0.55
25.796,0.5531,19.6,0.55
25.8,0.5531,19.6,0.55
25.804,0.5531,19.6,0.55
25.808,0.55309,19.6,0.55
25.812,0.55309,19.6,0.55
25.816,0.55309,19.6,0.55
25.82,0.55308,19.6,0.55
25.824,0.55308,19.6,0.55
25.828,0.55308,19.6,0.55
25.832,0.55308,19.6,0.55
25.836,0.55307,19.6,0.55
25.84,0.55307,19.6,0.55
25.844,0.55307,19.6,0.55
25.848,0.55306,19.6,0.55
25.852,0.55306,19.6,0.55
25.856,0.55306,19.6,0.55
25.86,0.55305,19.6,0.55
25.864,0.55305,19.6,0.55
25.868,0.55305,19.6,0.55
25.872,0.55305,19.6,0.55
25.876,0.55304,19.6,0.55
25.88,0.55304,19.6,0.55
25.884,0.55304,19.6,0.55
25.888,0.55303,19.6,0.55
25.892,0.55303,19.6,0.55
25.896,0.55303,19.6,0.55
25.9,0.55303,19.6,0.55
25.904,0.55302,19.6,0.55
25.908,0.55302,19.6,0.55
25.912,0.55302,19.6,0.55
25.916,0.55301,19.6,0.55
25.92,0.55301,19.6,0.55
25.924,0.55301,19.6,0.55
25.928,0.55301,19.6,0.55
25.932,0.553,19.6,0.55
25.936,0.553,19.6,0.55
25.94,0.553,19.6,0.55
25.944,0.55299,19.6,0.55
25.948,0.55299,19.6,0.55
25.952,0.55299,19.6,0.55
25.956,0.55299,19.6,0.55
25.96,0.55298,19.6,0.55
25.964,0.55298,19.6,0.55
25.968,0.55298,19.6,0.55
25.972,0.55297,19.6,0.55
25.976,0.55297,19.6,0.55
25.98,0.55297,19.6,0.55
25.984,0.55297,19.6,0.55
25.988,0.55296,19.6,0.55
25.992,0.55296,19.6,0.55
25.996,0.55296,19.6,0.55
26,0.55296,19.6,0.55
26.004,0.55295,19.6,0.55
26.008,0.55295,19.6,0.55
26.012,0.55295,19.6,0.55
26.016,0.55294,19.6,0.55
26.02,0.55294,19.6,0.55
26.024,0.55294,19.6,0.55
26.028,0.55294,19.6,0.55
26.032,0.55293,19.6,0.55
26.036,0.55293,19.6,0.55
26.04,0.55293,19.6,0.55
26.044,0.55292,19.6,0.55
26.048,0.55292,19.6,0.55
26.052,0.55292,19.6,0.55
26.056,0.55292,19.6,0.55
26.06,0.55291,19.6,0.55
26.064,0.55291,19.6,0.55
26.068,0.55291,19.6,0.55
26.072,0.55291,19.6,0.55
26.076,0.5529,19.6,0.55
26.08,0.5529,19.6,0.55
26.084,0.5529,19.6,0.55
26.088,0.55289,19.6,0.55
26.092,0.55289,19.6,0.55
26.096,0.55289,19.6,0.55
26.1,0.55289,19.6,0.55
26.104,0.55288,19.6,0.55
26.108,0.55288,19.6,0.55
26.112,0.55288,19.6,0.55
26.116,0.55287,19.6,0.55
26.12,0.55287,19.6,0.55
26.124,0.55287,19.6,0.55
26.128,0.55287,19.6,0.55
26.132,0.55286,19.6,0.55
26.136,0.55286,19.6,0.55
26.14,0.55286,19.6,0.55
26.144,0.55286,19.6,0.55
26.148,0.55285,19.6,0.55
26.152,0.55285,19.6,0.55
26.156,0.55285,19.6,0.55
26.16,0.55285,19.6,0.55
26.164,0.55284,19.6,0.55
26.168,0.55284,19.6,0.55
26.172,0.55284,19.6,0.55
26.176,0.55283,19.6,0.55
26.18,0.55283,19.6,0.55
26.184,0.55283,19.6,0.55
26.188,0.55283,19.6,0.55
26.192,0.55282,19.6,0.55
26.196,0.55282,19.6,0.55
26.2,0.55282,19.6,0.55
26.204,0.55282,19.6,0.55
26.208,0.55281,19.6,0.55
26.212,0.55281,19.6,0.55
26.216,0.55281,19.6,0.55
26.22,0.55281,19.6,0.55
26.224,0.5528,19.6,0.55
26.228,0.5528,19.6,0.55
26.232,0.5528,19.6,0.55
26.236,0.55279,19.6,0.55
26.24,0.55279,19.6,0.55
26.244,0.55279,19.6,0.55
26.248,0.55279,19.6,0.55
26.252,0.55278,19.6,0.55
26.256,0.55278,19.6,0.55
26.26,0.55278,19.6,0.55
26.264,0.55278,19.6,0.55
26.268,0.55277,19.6,0.55
26.272,0.55277,19.6,0.55
26.276,0.55277,19.6,0.55
26.28,0.55277,19.6,0.55
26.284,0.55276,19.6,0.55
26.288,0.55276,19.6,0.55
26.292,0.55276,19.6,0.55
26.296,0.55276,19.6,0.55
26.3,0.55275,19.6,0.55
26.304,0.55275,19.6,0.55
26.308,0.55275,19.6,0.55
26.312,0.55275,19.6,0.55
26.316,0.55274,19.6,0.55
26.32,0.55274,19.6,0.55
26.324,0.55274,19.6,0.55
26.328,0.55273,19.6,0.55
26.332,0.55273,19.6,0.55
26.336,0.55273,19.6,0.55
26.34,0.55273,19.6,0.55
26.344,0.55272,19.6,0.55
26.348,0.55272,19.6,0.55
26.352,0.55272,19.6,0.55
26.356,0.55272,19.6,0.55
26.36,0.55271,19.6,0.55
26.364,0.55271,19.6,0.55
26.368,0.55271,19.6,0.55
26.372,0.55271,19.6,0.55
26.376,0.5527,19.6,0.55
26.38,0.5527,19.6,0.55
26.384,0.5527,19.6,0.55
26.388,0.5527,19.6,0.55
26.392,0.55269,19.6,0.55
26.396,0.55269,19.6,0.55
26.4,0.55269,19.6,0.55
26.404,0.55269,19.6,0.55
26.408,0.55268,19.6,0.55
26.412,0.55268,19.6,0.55
26.416,0.55268,19.6,0.55
26.42,0.55268,19.6,0.55
26.424,0.55267,19.6,0.55
26.428,0.55267,19.6,0.55
26.432,0.55267,19.6,0.55
26.436,0.55267,19.6,0.55
26.44,0.55266,19.6,0.55
26.444,0.55266,19.6,0.55
26.448,0.55266,19.6,0.55
26.452,0.55266,19.6,0.55
26.456,0.55265,19.6,0.55
26.46,0.55265,19.6,0.55
26.464,0.55265,19.6,0.55
26.468,0.55265,19.6,0.55
26.472,0.55264,19.6,0.55
26.476,0.55264,19.6,0.55
26.48,0.55264,19.6,0.55
26.484,0.55264,19.6,0.55
26.488,0.55263,19.6,0.55
26.492,0.55263,19.6,0.55
26.496,0.55263,19.6,0.55
26.5,0.55263,19.6,0.55
26.504,0.55262,19.6,0.55
26.508,0.55262,19.6,0.55
26.512,0.55262,19.6,0.55
26.516,0.55262,19.6,0.55
26.52,0.55261,19.6,0.55
26.524,0.55261,19.6,0.55
26.528,0.55261,19.6,0.55
26.532,0.55261,19.6,0.55
26.536,0.5526,19.6,0.55
26.54,0.5526,19.6,0.55
26.544,0.5526,19.6,0.55
26.548,0.5526,19.6,0.55
26.552,0.55259,19.6,0.55
26.556,0.55259,19.6,0.55
26.56,0.55259,19.6,0.55
26.564,0.55259,19.6,0.55
26.568,0.55258,19.6,0.55
26.572,0.55258,19.6,0.55
26.576,0.55258,19.6,0.55
26.58,0.55258,19.6,0.55
26.584,0.55257,19.6,0.55
26.588,0.55257,19.6,0.55
26.592,0.55257,19.6,0.55
26.596,0.55257,19.6,0.55
26.6,0.55257,19.6,0.55
26.604,0.55256,19.6,0.55
26.608,0.55256,19.6,0.55
26.612,0.55256,19.6,0.55
26.616,0.55256,19.6,0.55
26.62,0.55255,19.6,0.55
26.624,0.55255,19.6,0.55
26.628,0.55255,19.6,0.55
26.632,0.55255,19.6,0.55
26.636,0.55254,19.6,0.55
26.64,0.55254,19.6,0.55
26.644,0.55254,19.6,0.55
26.648,0.55254,19.6,0.55
26.652,0.55253,19.6,0.55
26.656,0.55253,19.6,0.55
26.66,0.55253,19.6,0.55
26.664,0.55253,19.6,0.55
26.668,0.55252,19.6,0.55
26.672,0.55252,19.6,0.55
26.676,0.55252,19.6,0.55
26.68,0.55252,19.6,0.55
26.684,0.55252,19.6,0.55
26.688,0.55251,19.6,0.55
26.692,0.55251,19.6,0.55
26.696,0.55251,19.6,0.55
26.7,0.55251,19.6,0.55
26.704,0.5525,19.6,0.55
26.708,0.5525,19.6,0.55
26.712,0.5525,19.6,0.55
26.716,0.5525,19.6,0.55
26.72,0.55249,19.6,0.55
26.724,0.55249,19.6,0.55
26.728,0.55249,19.6,0.55
26.732,0.55249,19.6,0.55
26.736,0.55248,19.6,0.55
26.74,0.55248,19.6,0.55
26.744,0.55248,19.6,0.55
26.748,0.55248,19.6,0.55
26.752,0.55248,19.6,0.55
26.756,0.55247,19.6,0.55
26.76,0.55247,19.6,0.55
26.764,0.55247,19.6,0.55
26.768,0.55247,19.6,0.55
26.772,0.55246,19.6,0.55
26.776,0.55246,19.6,0.55
26.78,0.55246,19.6,0.55
26.784,0.55246,19.6,0.55
26.788,0.55245,19.6,0.55
26.792,0.55245,19.6,0.55
26.796,0.55245,19.6,0.55
26.8,0.55245,19.6,0.55
26.804,0.55245,19.6,0.55
26.808,0.55244,19.6,0.55
26.812,0.55244,19.6,0.55
26.816,0.55244,19.6,0.55
26.82,0.55244,19.6,0.55
26.824,0.55243,19.6,0.55
26.828,0.55243,19.6,0.55
26.832,0.55243,19.6,0.55
26.836,0.55243,19.6,0.55
26.84,0.55243,19.6,0.55
26.844,0.55242,19.6,0.55
26.848,0.55242,19.6,0.55
26.852,0.55242,19.6,0.55
26.856,0.55242,19.6,0.55
26.86,0.55241,19.6,0.55
26.864,0.55241,19.6,0.55
26.868,0.55241,19.6,0.55
26.872,0.55241,19.6,0.55
26.876,0.5524,19.6,0.55
26.88,0.5524,19.6,0.55
26.884,0.5524,19.6,0.55
26.888,0.5524,19.6,0.55
26.892,0.5524,19.6,0.55
26.896,0.55239,19.6,0.55
26.9,0.55239,19.6,0.55
26.904,0.55239,19.6,0.55
26.908,0.55239,19.6,0.55
26.912,0.55238,19.6,0.55
26.916,0.55238,19.6,0.55
26.92,0.55238,19.6,0.55
26.924,0.55238,19.6,0.55
26.928,0.55238,19.6,0.55
26.932,0.55237,19.6,0.55
26.936,0.55237,19.6,0.55
26.94,0.55237,19.6,0.55
26.944,0.55237,19.6,0.55
26.948,0.55236,19.6,0.55
26.952,0.55236,19.6,0.55
26.956,0.55236,19.6,0.55
26.96,0.55236,19.6,0.55
26.964,0.55236,19.6,0.55
26.968,0.55235,19.6,0.55
26.972,0.55235,19.6,0.55
26.976,0.55235,19.6,0.55
26.98,0.55235,19.6,0.55
26.984,0.55235,19.6,0.55
26.988,0.55234,19.6,0.55
26.992,0.55234,19.6,0.55
26.996,0.55234,19.6,0.55
27,0.55234,19.6,0.55
27.004,0.55233,19.6,0.55
27.008,0.55233,19.6,0.55
27.012,0.55233,19.6,0.55
27.016,0.55233,19.6,0.55
27.02,0.55233,19.6,0.55
27.024,0.55232,19.6,0.55
27.028,0.55232,19.6,0.55
27.032,0.55232,19.6,0.55
27.036,0.55232,19.6,0.55
27.04,0.55231,19.6,0.55
27.044,0.55231,19.6,0.55
27.048,0.55231,19.6,0.55
27.052,0.55231,19.6,0.55
27.056,0.55231,19.6,0.55
27.06,0.5523,19.6,0.55
27.064,0.5523,19.6,0.55
27.068,0.5523,19.6,0.55
27.072,0.5523,19.6,0.55
27.076,0.5523,19.6,0.55
27.08,0.55229,19.6,0.55
27.084,0.55229,19.6,0.55
27.088,0.55229,19.6,0.55
27.092,0.55229,19.6,0.55
27.096,0.55228,19.6,0.55
27.1,0.55228,19.6,0.55
27.104,0.55228,19.6,0.55
27.108,0.55228,19.6,0.55
27.112,0.55228,19.6,0.55
27.116,0.55227,19.6,0.55
27.12,0.55227,19.6,0.55
27.124,0.55227,19.6,0.55
27.128,0.55227,19.6,0.55
27.132,0.55227,19.6,0.55
27.136,0.55226,19.6,0.55
27.14,0.55226,19.6,0.55
27.144,0.55226,19.6,0.55
27.148,0.55226,19.6,0.55
27.152,0.55226,19.6,0.55
27.156,0.55225,19.6,0.55
27.16,0.55225,19.6,0.55
27.164,0.55225,19.6,0.55
27.168,0.55225,19.6,0.55
27.172,0.55224,19.6,0.55
27.176,0.55224,19.6,0.55
27.18,0.55224,19.6,0.55
27.184,0.55224,19.6,0.55
27.188,0.55224,19.6,0.55
27.192,0.55223,19.6,0.55
27.196,0.55223,19.6,0.55
27.2,0.55223,19.6,0.55
27.204,0.55223,19.6,0.55
27.208,0.55223,19.6,0.55
27.212,0.55222,19.6,0.55
27.216,0.55222,19.6,0.55
27.22,0.55222,19.6,0.55
27.224,0.55222,19.6,0.55
27.228,0.55222,19.6,0.55
27.232,0.55221,19.6,0.55
27.236,0.55221,19.6,0.55
27.24,0.55221,19.6,0.55
27.244,0.55221,19.6,0.55
27.248,0.55221,19.6,0.55
27.252,0.5522,19.6,0.55
27.256,0.5522,19.6,0.55
27.26,0.5522,19.6,0.55
27.264,0.5522,19.6,0.55
27.268,0.5522,19.6,0.55
27.272,0.55219,19.6,0.55
27.276,0.55219,19.6,0.55
27.28,0.55219,19.6,0.55
27.284,0.55219,19.6,0.55
27.288,0.55219,19.6,0.55
27.292,0.55218,19.6,0.55
27.296,0.55218,19.6,0.55
27.3,0.55218,19.6,0.55
27.304,0.55218,19.6,0.55
27.308,0.55217,19.6,0.55
27.312,0.55217,19.6,0.55
27.316,0.55217,19.6,0.55
27.32,0.55217,19.6,0.55
27.324,0.55217,19.6,0.55
27.328,0.55216,19.6,0.55
27.332,0.55216,19.6,0.55
27.336,0.55216,19.6,0.55
27.34,0.55216,19.6,0.55
27.344,0.55216,19.6,0.55
27.348,0.55215,19.6,0.55
27.352,0.55215,19.6,0.55
27.356,0.55215,19.6,0.55
27.36,0.55215,19.6,0.55
27.364,0.55215,19.6,0.55
27.368,0.55214,19.6,0.55
27.372,0.55214,19.6,0.55
27.376,0.55214,19.6,0.55
27.38,0.55214,19.6,0.55
27.384,0.55214,19.6,0.55
27.388,0.55213,19.6,0.55
27.392,0.55213,19.6,0.55
27.396,0.55213,19.6,0.55
27.4,0.55213,19.6,0.55
27.404,0.55213,19.6,0.55
27.408,0.55213,19.6,0.55
27.412,0.55212,19.6,0.55
27.416,0.55212,19.6,0.55
27.42,0.55212,19.6,0.55
27.424,0.55212,19.6,0.55
27.428,0.55212,19.6,0.55
27.432,0.55211,19.6,0.55
27.436,0.55211,19.6,0.55
27.44,0.55211,19.6,0.55
27.444,0.55211,19.6,0.55
27.448,0.55211,19.6,0.55
27.452,0.5521,19.6,0.55
27.456,0.5521,19.6,0.55
27.46,0.5521,19.6,0.55
27.464,0.5521,19.6,0.55
27.468,0.5521,19.6,0.55
27.472,0.55209,19.6,0.55
27.476,0.55209,19.6,0.55
27.48,0.55209,19.6,0.55
27.484,0.55209,19.6,0.55
27.488,0.55209,19.6,0.55
27.492,0.55208,19.6,0.55
27.496,0.55208,19.6,0.55
27.5,0.55208,19.6,0.55
27.504,0.55208,19.6,0.55
27.508,0.55208,19.6,0.55
27.512,0.55207,19.6,0.55
27.516,0.55207,19.6,0.55
27.52,0.55207,19.6,0.55
27.524,0.55207,19.6,0.55
27.528,0.55207,19.6,0.55
27.532,0.55206,19.6,0.55
27.536,0.55206,19.6,0.55
27.54,0.55206,19.6,0.55
27.544,0.55206,19.6,0.55
27.548,0.55206,19.6,0.55
27.552,0.55206,19.6,0.55
27.556,0.55205,19.6,0.55
27.56,0.55205,19.6,0.55
27.564,0.55205,19.6,0.55
27.568,0.55205,19.6,0.55
27.572,0.55205,19.6,0.55
27.576,0.55204,19.6,0.55
27.58,0.55204,19.6,0.55
27.584,0.55204,19.6,0.55
27.588,0.55204,19.6,0.55
27.592,0.55204,19.6,0.55
27.596,0.55203,19.6,0.55
27.6,0.55203,19.6,0.55
27.604,0.55203,19.6,0.55
27.608,0.55203,19.6,0.55
27.612,0.55203,19.6,0.55
27.616,0.55203,19.6,0.55
27.62,0.55202,19.6,0.55
27.624,0.55202,19.6,0.55
27.628,0.55202,19.6,0.55
27.632,0.55202,19.6,0.55
27.636,0.55202,19.6,0.55
27.64,0.55201,19.6,0.55
27.644,0.55201,19.6,0.55
27.648,0.55201,19.6,0.55
27.652,0.55201,19.6,0.55
27.656,0.55201,19.6,0.55
27.66,0.552,19.6,0.55
27.664,0.552,19.6,0.55
27.668,0.552,19.6,0.55
27.672,0.552,19.6,0.55
27.676,0.552,19.6,0.55
27.68,0.552,19.6,0.55
27.684,0.55199,19.6,0.55
27.688,0.55199,19.6,0.55
27.692,0.55199,19.6,0.55
27.696,0.55199,19.6,0.55
27.7,0.55199,19.6,0.55
27.704,0.55198,19.6,0.55
27.708,0.55198,19.6,0.55
27.712,0.55198,19.6,0.55
27.716,0.55198,19.6,0.55
27.72,0.55198,19.6,0.55
27.724,0.55198,19.6,0.55
27.728,0.55197,19.6,0.55
27.732,0.55197,19.6,0.55
27.736,0.55197,19.6,0.55
27.74,0.55197,19.6,0.55
27.744,0.55197,19.6,0.55
27.748,0.55196,19.6,0.55
27.752,0.55196,19.6,0.55
27.756,0.55196,19.6,0.55
27.76,0.55196,19.6,0.55
27.764,0.55196,19.6,0.55
27.768,0.55196,19.6,0.55
27.772,0.55195,19.6,0.55
27.776,0.55195,19.6,0.55
27.78,0.55195,19.6,0.55
27.784,0.55195,19.6,0.55
27.788,0.55195,19.6,0.55
27.792,0.55194,19.6,0.55
27.796,0.55194,19.6,0.55
27.8,0.55194,19.6,0.55
27.804,0.55194,19.6,0.55
27.808,0.55194,19.6,0.55
27.812,0.55194,19.6,0.55
27.816,0.55193,19.6,0.55
27.82,0.55193,19.6,0.55
27.824,0.55193,19.6,0.55
27.828,0.55193,19.6,0.55
27.832,0.55193,19.6,0.55
27.836,0.55193,19.6,0.55
27.84,0.55192,19.6,0.55
27.844,0.55192,19.6,0.55
27.848,0.55192,19.6,0.55
27.852,0.55192,19.6,0.55
27.856,0.55192,19.6,0.55
27.86,0.55191,19.6,0.55
27.864,0.55191,19.6,0.55
27.868,0.55191,19.6,0.55
27.872,0.55191,19.6,0.55
27.876,0.55191,19.6,0.55
27.88,0.55191,19.6,0.55
27.884,0.5519,19.6,0.55
27.888,0.5519,19.6,0.55
27.892,0.5519,19.6,0.55
27.896,0.5519,19.6,0.55
27.9,0.5519,19.6,0.55
27.904,0.5519,19.6,0.55
27.908,0.55189,19.6,0.55
27.912,0.55189,19.6,0.55
27.916,0.55189,19.6,0.55
27.92,0.55189,19.6,0.55
27.924,0.55189,19.6,0.55
27.928,0.55188,19.6,0.55
27.932,0.55188,19.6,0.55
27.936,0.55188,19.6,0.55
27.94,0.55188,19.6,0.55
27.944,0.55188,19.6,0.55
27.948,0.55188,19.6,0.55
27.952,0.55187,19.6,0.55
27.956,0.55187,19.6,0.55
27.96,0.55187,19.6,0.55
27.964,0.55187,19.6,0.55
27.968,0.55187,19.6,0.55
27.972,0.55187,19.6,0.55
27.976,0.55186,19.6,0.55
27.98,0.55186,19.6,0.55
27.984,0.55186,19.6,0.55
27.988,0.55186,19.6,0.55
27.992,0.55186,19.6,0.55
27.996,0.55186,19.6,0.55
28,0.55185,19.6,0.55
28.004,0.55185,19.6,0.55
28.008,0.55185,19.6,0.55
28.012,0.55185,19.6,0.55
28.016,0.55185,19.6,0.55
28.02,0.55185,19.6,0.55
28.024,0.55184,19.6,0.55
28.028,0.55184,19.6,0.55
28.032,0.55184,19.6,0.55
28.036,0.55184,19.6,0.55
28.04,0.55184,19.6,0.55
28.044,0.55184,19.6,0.55
28.048,0.55183,19.6,0.55
28.052,0.55183,19.6,0.55
28.056,0.55183,19.6,0.55
28.06,0.55183,19.6,0.55
28.064,0.55183,19.6,0.55
28.068,0.55182,19.6,0.55
28.072,0.55182,19.6,0.55
28.076,0.55182,19.6,0.55
28.08,0.55182,19.6,0.55
28.084,0.55182,19.6,0.55
28.088,0.55182,19.6,0.55
28.092,0.55181,19.6,0.55
28.096,0.55181,19.6,0.55
28.1,0.55181,19.6,0.55
28.104,0.55181,19.6,0.55
28.108,0.55181,19.6,0.55
28.112,0.55181,19.6,0.55
28.116,0.5518,19.6,0.55
28.12,0.5518,19.6,0.55
28.124,0.5518,19.6,0.55
28.128,0.5518,19.6,0.55
28.132,0.5518,19.6,0.55
28.136,0.5518,19.6,0.55
28.14,0.5518,19.6,0.55
28.144,0.55179,19.6,0.55
28.148,0.55179,19.6,0.55
28.152,0.55179,19.6,0.55
28.156,0.55179,19.6,0.55
28.16,0.55179,19.6,0.55
28.164,0.55179,19.6,0.55
28.168,0.55178,19.6,0.55
28.172,0.55178,19.6,0.55
28.176,0.55178,19.6,0.55
28.18,0.55178,19.6,0.55
28.184,0.55178,19.6,0.55
28.188,0.55178,19.6,0.55
28.192,0.55177,19.6,0.55
28.196,0.55177,19.6,0.55
28.2,0.55177,19.6,0.55
28.204,0.55177,19.6,0.55
28.208,0.55177,19.6,0.55
28.212,0.55177,19.6,0.55
28.216,0.55176,19.6,0.55
28.22,0.55176,19.6,0.55
28.224,0.55176,19.6,0.55
28.228,0.55176,19.6,0.55
28.232,0.55176,19.6,0.55
28.236,0.55176,19.6,0.55
28.24,0.55175,19.6,0.55
28.244,0.55175,19.6,0.55
28.248,0.55175,19.6,0.55
28.252,0.55175,19.6,0.55
28.256,0.55175,19.6,0.55
28.26,0.55175,19.6,0.55
28.264,0.55174,19.6,0.55
28.268,0.55174,19.6,0.55
28.272,0.55174,19.6,0.55
28.276,0.55174,19.6,0.55
28.28,0.55174,19.6,0.55
28.284,0.55174,19.6,0.55
28.288,0.55174,19.6,0.55
28.292,0.55173,19.6,0.55
28.296,0.55173,19.6,0.55
28.3,0.55173,19.6,0.55
28.304,0.55173,19.6,0.55
28.308,0.55173,19.6,0.55
28.312,0.55173,19.6,0.55
28.316,0.55172,19.6,0.55
28.32,0.55172,19.6,0.55
28.324,0.55172,19.6,0.55
28.328,0.55172,19.6,0.55
28.332,0.55172,19.6,0.55
28.336,0.55172,19.6,0.55
28.34,0.55171,19.6,0.55
28.344,0.55171,19.6,0.55
28.348,0.55171,19.6,0.55
28.352,0.55171,19.6,0.55
28.356,0.55171,19.6,0.55
28.36,0.55171,19.6,0.55
28.364,0.55171,19.6,0.55
28.368,0.5517,19.6,0.55
28.372,0.5517,19.6,0.55
28.376,0.5517,19.6,0.55
28.38,0.5517,19.6,0.55
28.384,0.5517,19.6,0.55
28.388,0.5517,19.6,0.55
28.392,0.55169,19.6,0.55
28.396,0.55169,19.6,0.55
28.4,0.55169,19.6,0.55
28.404,0.55169,19.6,0.55
28.408,0.55169,19.6,0.55
28.412,0.55169,19.6,0.55
28.416,0.55169,19.6,0.55
28.42,0.55168,19.6,0.55
28.424,0.55168,19.6,0.55
28.428,0.55168,19.6,0.55
28.432,0.55168,19.6,0.55
28.436,0.55168,19.6,0.55
28.44,0.55168,19.6,0.55
28.444,0.55167,19.6,0.55
28.448,0.55167,19.6,0.55
28.452,0.55167,19.6,0.55
28.456,0.55167,19.6,0.55
28.46,0.55167,19.6,0.55
28.464,0.55167,19.6,0.55
28.468,0.55167,19.6,0.55
28.472,0.55166,19.6,0.55
28.476,0.55166,19.6,0.55
28.48,0.55166,19.6,0.55
28.484,0.55166,19.6,0.55
28.488,0.55166,19.6,0.55
28.492,0.55166,19.6,0.55
28.496,0.55165,19.6,0.55
28.5,0.55165,19.6,0.55
28.504,0.55165,19.6,0.55
28.508,0.55165,19.6,0.55
28.512,0.55165,19.6,0.55
28.516,0.55165,19.6,0.55
28.52,0.55165,19.6,0.55
28.524,0.55164,19.6,0.55
28.528,0.55164,19.6,0.55
28.532,0.55164,19.6,0.55
28.536,0.55164,19.6,0.55
28.54,0.55164,19.6,0.55
28.544,0.55164,19.6,0.55
28.548,0.55163,19.6,0.55
28.552,0.55163,19.6,0.55
28.556,0.55163,19.6,0.55
28.56,0.55163,19.6,0.55
28.564,0.55163,19.6,0.55
28.568,0.55163,19.6,0.55
28.572,0.55163,19.6,0.55
28.576,0.55162,19.6,0.55
28.58,0.55162,19.6,0.55
28.584,0.55162,19.6,0.55
28.588,0.55162,19.6,0.55
28.592,0.55162,19.6,0.55
28.596,0.55162,19.6,0.55
28.6,0.55162,19.6,0.55
28.604,0.55161,19.6,0.55
28.608,0.55161,19.6,0.55
28.612,0.55161,19.6,0.55
28.616,0.55161,19.6,0.55
28.62,0.55161,19.6,0.55
28.624,0.55161,19.6,0.55
28.628,0.55161,19.6,0.55
28.632,0.5516,19.6,0.55
28.636,0.5516,19.6,0.55
28.64,0.5516,19.6,0.55
28.644,0.5516,19.6,0.55
28.648,0.5516,19.6,0.55
28.652,0.5516,19.6,0.55
28.656,0.5516,19.6,0.55
28.66,0.55159,19.6,0.55
28.664,0.55159,19.6,0.55
28.668,0.55159,19.6,0.55
28.672,0.55159,19.6,0.55
28.676,0.55159,19.6,0.55
28.68,0.55159,19.6,0.55
28.684,0.55158,19.6,0.55
28.688,0.55158,19.6,0.55
28.692,0.55158,19.6,0.55
28.696,0.55158,19.6,0.55
28.7,0.55158,19.6,0.55
28.704,0.55158,19.6,0.55
28.708,0.55158,19.6,0.55
28.712,0.55157,19.6,0.55
28.716,0.55157,19.6,0.55
28.72,0.55157,19.6,0.55
28.724,0.55157,19.6,0.55
28.728,0.55157,19.6,0.55
28.732,0.55157,19.6,0.55
28.736,0.55157,19.6,0.55
28.74,0.55156,19.6,0.55
28.744,0.55156,19.6,0.55
28.748,0.55156,19.6,0.55
28.752,0.55156,19.6,0.55
28.756,0.55156,19.6,0.55
28.76,0.55156,19.6,0.55
28.764,0.55156,19.6,0.55
28.768,0.55155,19.6,0.55
28.772,0.55155,19.6,0.55
28.776,0.55155,19.6,0.55
28.78,0.55155,19.6,0.55
28.784,0.55155,19.6,0.55
28.788,0.55155,19.6,0.55
28.792,0.55155,19.6,0.55
28.796,0.55154,19.6,0.55
28.8,0.55154,19.6,0.55
28.804,0.55154,19.6,0.55
28.808,0.55154,19.6,0.55
28.812,0.55154,19.6,0.55
28.816,0.55154,19.6,0.55
28.82,0.55154,19.6,0.55
28.824,0.55154,19.6,0.55
28.828,0.55153,19.6,0.55
28.832,0.55153,19.6,0.55
28.836,0.55153,19.6,0.55
28.84,0.55153,19.6,0.55
28.844,0.55153,19.6,0.55
28.848,0.55153,19.6,0.55
28.852,0.55153,19.6,0.55
28.856,0.55152,19.6,0.55
28.86,0.55152,19.6,0.55
28.864,0.55152,19.6,0.55
28.868,0.55152,19.6,0.55
28.872,0.55152,19.6,0.55
28.876,0.55152,19.6,0.55
28.88,0.55152,19.6,0.55
28.884,0.55151,19.6,0.55
28.888,0.55151,19.6,0.55
28.892,0.55151,19.6,0.55
28.896,0.55151,19.6,0.55
28.9,0.55151,19.6,0.55
28.904,0.55151,19.6,0.55
28.908,0.55151,19.6,0.55
28.912,0.5515,19.6,0.55
28.916,0.5515,19.6,0.55
28.92,0.5515,19.6,0.55
28.924,0.5515,19.6,0.55
28.928,0.5515,19.6,0.55
28.932,0.5515,19.6,0.55
28.936,0.5515,19.6,0.55
28.94,0.5515,19.6,0.55
28.944,0.55149,19.6,0.55
28.948,0.55149,19.6,0.55
28.952,0.55149,19.6,0.55
28.956,0.55149,19.6,0.55
28.96,0.55149,19.6,0.55
28.964,0.55149,19.6,0.55
28.968,0.55149,19.6,0.55
28.972,0.55148,19.6,0.55
28.976,0.55148,19.6,0.55
28.98,0.55148,19.6,0.55
28.984,0.55148,19.6,0.55
28.988,0.55148,19.6,0.55
28.992,0.55148,19.6,0.55
28.996,0.55148,19.6,0.55
29,0.55147,19.6,0.55
29.004,0.55147,19.6,0.55
29.008,0.55147,19.6,0.55
29.012,0.55147,19.6,0.55
29.016,0.55147,19.6,0.55
29.02,0.55147,19.6,0.55
29.024,0.55147,19.6,0.55
29.028,0.55147,19.6,0.55
29.032,0.55146,19.6,0.55
29.036,0.55146,19.6,0.55
29.04,0.55146,19.6,0.55
29.044,0.55146,19.6,0.55
29.048,0.55146,19.6,0.55
29.052,0.55146,19.6,0.55
29.056,0.55146,19.6,0.55
